x,y,surveydate,crownspcom,ladderspco,depthorgan,surfacefco,deadanddow,ladderfuel,ladderfu_1,stemperha_,overstoryc,crownclosu,fuelstrata,stemperha1,deadanddyi,pest,fueltype,creationda,editdate,ladderclos,health,fueltype_c,feature_id,ctr_lat,ctr_lon,image,row,lin,xoff,yoff,20190809 10m: b4 central wavelength 665 nm,20190809 10m: b3 central wavelength 560 nm,20190809 10m: b2 central wavelength 490 nm,20190809 10m: b8 central wavelength 842 nm,20190809 20m: b5 central wavelength 705 nm,20190809 20m: b6 central wavelength 740 nm,20190809 20m: b7 central wavelength 783 nm,20190809 20m: b8a central wavelength 865 nm,20190809 20m: b11 central wavelength 1610 nm,20190809 20m: b12 central wavelength 2190 nm,20190809 60m: b1 central wavelength 443 nm,20190809 60m: b9 central wavelength 945 nm,20190908 10m: b4 central wavelength 665 nm,20190908 10m: b3 central wavelength 560 nm,20190908 10m: b2 central wavelength 490 nm,20190908 10m: b8 central wavelength 842 nm,20190908 20m: b5 central wavelength 705 nm,20190908 20m: b6 central wavelength 740 nm,20190908 20m: b7 central wavelength 783 nm,20190908 20m: b8a central wavelength 865 nm,20190908 20m: b11 central wavelength 1610 nm,20190908 20m: b12 central wavelength 2190 nm,20190908 60m: b1 central wavelength 443 nm,20190908 60m: b9 central wavelength 945 nm,20200405 10m: b4 central wavelength 665 nm,20200405 10m: b3 central wavelength 560 nm,20200405 10m: b2 central wavelength 490 nm,20200405 10m: b8 central wavelength 842 nm,20200405 20m: b5 central wavelength 705 nm,20200405 20m: b6 central wavelength 740 nm,20200405 20m: b7 central wavelength 783 nm,20200405 20m: b8a central wavelength 865 nm,20200405 20m: b11 central wavelength 1610 nm,20200405 20m: b12 central wavelength 2190 nm,20200405 60m: b1 central wavelength 443 nm,20200405 60m: b9 central wavelength 945 nm,20200915 10m: b4 central wavelength 665 nm,20200915 10m: b3 central wavelength 560 nm,20200915 10m: b2 central wavelength 490 nm,20200915 10m: b8 central wavelength 842 nm,20200915 20m: b5 central wavelength 705 nm,20200915 20m: b6 central wavelength 740 nm,20200915 20m: b7 central wavelength 783 nm,20200915 20m: b8a central wavelength 865 nm,20200915 20m: b11 central wavelength 1610 nm,20200915 20m: b12 central wavelength 2190 nm,20200915 60m: b1 central wavelength 443 nm,20200915 60m: b9 central wavelength 945 nm
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7020,8059,-1,1,523,412,289,1299,747.875,1132.125,1257.4375,1367,2078.75,1813.9375,258.645843505859,1393.35412597656,407,398,234,1453,702.5625,1171.1875,1275.6875,1405.6875,1919,1600.25,200.6875,1407.5625,6309,6332,6389,5646,5393,5125,4730.625,4568.3125,585.8125,569.75,2681.72924804688,3421,511,453,206,1596,799.875,1276.625,1395.125,1647.4375,1829.8125,1233,101.833335876465,1500.25
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7019,8061,-1,2,534,419,275,1266,745.75,1103.1875,1211.375,1356.5625,2108,1833.0625,258.041656494141,1375.91662597656,509,409,254,1377,709.0625,1120.4375,1263.125,1395.25,1927.5625,1594.3125,203.555557250977,1397.28466796875,4763,5046,5184,4650,5127.9375,4907.5,4489.8125,4353.3125,564.75,534.8125,2494.0556640625,3347.5068359375,519,475,221,1636,795.125,1270.75,1402,1580.375,1783.375,1214.3125,106.125,1493.0625
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7019,8058,0,-3,680,607,483,1327,799,1184.75,1316.8125,1406.4375,2029,1765.3125,274.173614501953,1406.60412597656,556,530,377,1324,720.75,1200,1286.3125,1410.25,1864.5,1578.0625,217.881942749023,1432.75695800781,4922,4594,4412,4459,4272.5625,4093.375,3805.0625,3677.8125,829,797.8125,2434.03466796875,3230.0556640625,380,372,181,1682,807.1875,1329.625,1463,1686.9375,1799.5,1217.125,122.888885498047,1562.52783203125
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7019,8056,0,-2,530,558,373,1698,827.75,1333.1875,1468.625,1601.625,1979.6875,1650.625,284.3125,1436.02087402344,437,500,305,1730,779.875,1342.25,1473.5625,1593.25,1847.3125,1499.25,226.52082824707,1465.89587402344,1860,1691,1332,2079,2680.5625,2678.125,2573.125,2581.5625,1168.375,1090.4375,2366.0625,3096.16674804688,370,444,200,1812,869.4375,1493.625,1638.3125,1815.25,1794.25,1187.75,134.33332824707,1608.08337402344
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7019,8055,0,-1,555,561,369,1721,840.25,1363.0625,1497.375,1603.875,1984.5625,1641.375,289.381958007812,1450.72912597656,478,540,298,1741,812.625,1373.25,1519.1875,1612.75,1845.9375,1485.25,230.840270996094,1482.46533203125,1652,1354,1257,2109,2194.6875,2312.875,2250.875,2310.1875,1280.125,1178.8125,2332.07641601562,3029.22216796875,452,491,211,1864,899.8125,1561.375,1652.9375,1884.75,1797.25,1194.25,140.055557250977,1630.86108398438
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7019,8056,0,1,530,558,373,1698,827.75,1333.1875,1468.625,1601.625,1979.6875,1650.625,284.3125,1436.02087402344,437,500,305,1730,779.875,1342.25,1473.5625,1593.25,1847.3125,1499.25,226.52082824707,1465.89587402344,1860,1691,1332,2079,2680.5625,2678.125,2573.125,2581.5625,1168.375,1090.4375,2366.0625,3096.16674804688,370,444,200,1812,869.4375,1493.625,1638.3125,1815.25,1794.25,1187.75,134.33332824707,1608.08337402344
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7019,8058,0,2,680,607,483,1327,799,1184.75,1316.8125,1406.4375,2029,1765.3125,274.173614501953,1406.60412597656,556,530,377,1324,720.75,1200,1286.3125,1410.25,1864.5,1578.0625,217.881942749023,1432.75695800781,4922,4594,4412,4459,4272.5625,4093.375,3805.0625,3677.8125,829,797.8125,2434.03466796875,3230.0556640625,380,372,181,1682,807.1875,1329.625,1463,1686.9375,1799.5,1217.125,122.888885498047,1562.52783203125
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7019,8061,0,3,534,419,275,1266,745.75,1103.1875,1211.375,1356.5625,2108,1833.0625,258.041656494141,1375.91662597656,509,409,254,1377,709.0625,1120.4375,1263.125,1395.25,1927.5625,1594.3125,203.555557250977,1397.28466796875,4763,5046,5184,4650,5127.9375,4907.5,4489.8125,4353.3125,564.75,534.8125,2494.0556640625,3347.5068359375,519,475,221,1636,795.125,1270.75,1402,1580.375,1783.375,1214.3125,106.125,1493.0625
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7020,8059,1,-2,523,412,289,1299,747.875,1132.125,1257.4375,1367,2078.75,1813.9375,258.645843505859,1393.35412597656,407,398,234,1453,702.5625,1171.1875,1275.6875,1405.6875,1919,1600.25,200.6875,1407.5625,6309,6332,6389,5646,5393,5125,4730.625,4568.3125,585.8125,569.75,2681.72924804688,3421,511,453,206,1596,799.875,1276.625,1395.125,1647.4375,1829.8125,1233,101.833335876465,1500.25
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7021,8058,1,-1,430,387,262,1342,733.3125,1145.5,1268.375,1384.5,2051.5,1780.375,253.97917175293,1403.02087402344,392,379,219,1332,682.9375,1159,1278.875,1395.5,1884.8125,1572.6875,192.52082824707,1410.22912597656,5295,5153,5269,4785,5375.0625,5098.1875,4700.3125,4471.625,563.875,539.875,2887.72924804688,3528.5,518,409,216,1450,777.5625,1235.625,1351.5625,1597.3125,1819.3125,1215.875,90.6666641235352,1487.08337402344
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7022,8058,1,0,456,448,260,1401,729.4375,1157,1273.125,1387.5,2042.5,1765.125,243.881942749023,1401.22912597656,402,393,234,1330,665.8125,1137,1253.125,1370.5,1842.9375,1572.0625,179.840270996094,1398.96533203125,4789,4398,4331,4425,5242.6875,4845.0625,4486.4375,4302.375,542.125,515.625,3114.57641601562,3677.72216796875,495,400,219,1350,729.1875,1130.875,1280.1875,1472.4375,1780.9375,1187.125,74.5555572509766,1449.36108398438
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7023,8059,1,1,561,453,325,1385,742.5,1130.5625,1248.6875,1377.6875,2012.75,1728.375,225.29167175293,1397.5,480,400,303,1300,660.0625,1090,1202.25,1326.5625,1789.8125,1503.6875,162.1875,1375.875,4764,4888,4697,4517,4740.625,4395.75,4103.5625,3922.75,555.8125,500.9375,3112.16674804688,3625.91674804688,365,337,155,1328,629.5625,963.6875,1127.375,1294.8125,1683.25,1114.125,59.0833320617676,1358.91662597656
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7024,8061,1,2,539,404,269,1306,770.9375,1034.1875,1171.75,1315,1930.9375,1597.125,198.35417175293,1389.875,410,313,176,1156,717.875,1044.75,1166.625,1308.8125,1779.8125,1390.125,140.375,1344.5,2781,2658,2292,2900,2738.0625,2825.625,2707.25,2789.3125,737.5625,594.25,2783.625,3301.33325195312,306,230,113,967,535.8125,789.3125,934.375,1113.875,1621.6875,1089.9375,46.125,1234.22912597656
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7026,8059,2,-2,370,301,170,1025,673.6875,1046.5625,1175.9375,1289.5625,1702.0625,1286.8125,182.04167175293,1400.5,297,225,118,922,592.1875,951.8125,1044.75,1185,1454.5625,1039.625,124.3125,1315.125,1685,1473,1247,1973,2225.125,2293.6875,2199.125,2214.8125,646.375,543.3125,2489.16674804688,2995.41674804688,262,166,68,759,482.375,669.5,773.5625,974.1875,1471.375,968.0625,32.5833320617676,1103.41662597656
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7028,8058,2,-1,488,321,175,1320,692.1875,1187.1875,1332.875,1432.3125,1674,1216.4375,160.45832824707,1438.83337402344,468,302,173,1290,677.375,1066.9375,1221.625,1349.5625,1481.3125,1047.0625,103.604164123535,1296.93054199219,1259,940,650,1721,2250.0625,2216.9375,2194.1875,2337.125,639.9375,533.1875,2195.83325195312,2649.58325195312,322,205,121,810,451.5625,633.1875,733.375,954.9375,1454,965.5,15.472222328186,934.583312988281
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7030,8058,2,0,336,306,142,1332,687.5,1199.0625,1334.1875,1464.25,1630.625,1178.125,140.66667175293,1420.58337402344,315,283,128,1270,611.75,1013.0625,1090.5625,1218.5,1388.6875,982.25,90.25,1226.70837402344,2567,2166,2101,2717,2750.5,2807.4375,2730.8125,2536.5625,580.6875,508.4375,1996.66662597656,2422.83325195312,214,160,46,758,397.625,585.125,652.375,844.5,1273.375,878,8.52083301544189,845.75
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7032,8059,2,1,241,244,113,1117,547.75,958.875,1087.75,1212.4375,1408.375,1005.6875,121.5,1375.58337402344,185,168,51,746,447.6875,714.9375,853.4375,958.9375,1128.9375,775.5625,79.9166641235352,1150.45837402344,1791,1508,1450,1814,2012.6875,2075.6875,2009.8125,2083.5,572.125,497.8125,1830,2206.33325195312,203,147,6,528,322.8125,468.125,532.625,676.625,1130.4375,764.875,5.39583349227905,798.916687011719
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7034,8061,2,2,390,258,125,1130,646.5625,1064.5625,1162.125,1323.9375,1474.0625,952.5625,114.965278625488,1354.38195800781,346,227,108,982,557.4375,900.8125,995.3125,1081.25,1259.8125,820.1875,80.4791641235352,1134.08337402344,1215,958,797,1499,1566.625,1592.9375,1627.8125,1648.625,703.3125,570.75,1841.02783203125,2079.17358398438,250,153,55,604,369.125,505.1875,576.0625,702.75,1239.75,835.0625,7.4375,798.604187011719
-131.186903535486,57.8977855455822,2020/07/29,0,0,1 - <2,Absent,Scattered,Absent,Absent,<500,Absent,<20,>10,601 - 900,>75,,Unclassified,2020/08/04,2020/08/04,<20,None,Mixed wood pine/aspen stand in 2018 burn. Fireweed and aspen regen,49,-131.186903535486,57.8977855455822,raster_epsg_32609.bin,7037,8061,3,0,379,402,172,2119,759.6875,1506.9375,1676.375,1847.6875,1610.9375,1044.6875,126.520835876465,1403.625,389,328,159,1585,686.25,1193.6875,1314.5,1484.25,1405.0625,888.1875,89.6111145019531,1230.40966796875,2139,1886,1630,2398,2133,2159.4375,2138.25,2162.0625,700.8125,587.875,2369.96533203125,2436.33325195312,273,184,74,782,397.8125,585.625,702.875,859.5625,1265.5,822.375,10.8194446563721,870.506958007812
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8746,6478,0,0,777,519,311,1532,983.0625,1268.125,1421.5625,1584,2054.1875,1662.6875,213.625,1399.875,651,458,263,1580,931.25,1236.5625,1361.625,1502.9375,1878.0625,1449.8125,140.1875,1332.4375,5534,5493,5150,5713,5599.75,5622.3125,5455.1875,5330.9375,983.0625,880.1875,4922.3125,5268.4375,608,423,210,1450,840.125,1086.0625,1183.0625,1415.125,1708.25,1205.25,84.3125,1300.75
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8743,6478,-3,0,621,406,266,1393,966.5625,1241.6875,1365.5,1544.25,1979.375,1574.75,206.5625,1397.6875,544,413,289,1496,878.1875,1215.375,1323.5625,1546.625,1861.375,1354,136.6875,1329.5625,5183,5508,4935,5796,5666.6875,5834.1875,5761.9375,5603,933.375,841,4864.8125,5257.625,465,341,167,1324,796.0625,1129.375,1247.9375,1422.25,1616,1138.875,78.6875,1269.6875
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8741,6476,-2,-2,473,337,200,1222,739.4375,1036.3125,1187.8125,1333.9375,1689.125,1260.875,191.680557250977,1410.22912597656,379,273,121,1132,718.8125,1019.5,1169.6875,1353.0625,1486.625,1033.6875,123.875,1323.78466796875,3746,3620,3366,4328,4821.0625,5060.125,4814.25,4658.125,894.6875,800.625,4671.22216796875,5179.1943359375,406,264,111,1078,645,879.375,1005.1875,1196.5625,1415,918.75,65.5486145019531,1194.41662597656
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8739,6475,-2,-1,539,331,218,1169,770.0625,1009.25,1117.1875,1289.75,1687.125,1260.5625,180.20832824707,1395.60412597656,399,284,173,1207,702.875,981.375,1094.9375,1209.1875,1451.625,1012.4375,111.958335876465,1284.77087402344,4519,4643,4402,4960,5120.0625,5050.625,4971.125,4910.4375,890.6875,819.625,4467.33349609375,5037.08349609375,399,226,102,952,601.375,792.75,881.8125,1074.875,1370.625,917.4375,54.2291679382324,1112.08337402344
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8737,6475,-2,0,623,379,248,1271,793.75,1038.25,1153.5,1333.875,1716.75,1254.6875,177.4375,1410.5625,446,304,171,1094,670.3125,925.4375,994.3125,1154,1451.75,1018,108.4375,1286.875,4856,4705,4522,5006,4983.25,4847.625,4770.4375,4682.875,903.3125,835.8125,4564.875,5078.5625,356,268,151,860,553.1875,719.75,827.3125,967.3125,1356.625,928.0625,47.8125,1071.125
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8735,6476,-2,1,580,366,206,1373,775.875,1074.5,1204.25,1378.75,1637.5625,1142.9375,180.451385498047,1441.4375,453,298,137,1082,636.3125,900.5625,992.125,1150.4375,1382.1875,927.6875,111.006942749023,1314.06945800781,3960,3422,3354,4120,4460.25,4480.9375,4312.8125,4168.625,904.5625,837.5625,4806.40283203125,5212.548828125,373,258,119,837,479.6875,643.125,737.9375,858.5,1274.5,864.25,44.2430572509766,1055.48608398438
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8733,6478,-2,2,653,434,290,1440,839.625,1185.8125,1307.25,1487,1873.4375,1428,181.54167175293,1483.27087402344,459,333,199,1404,749.9375,1097.3125,1218.875,1374.125,1609.625,1134.25,111.75,1352.1875,5561,5194,5305,5539,5540.625,5412.1875,5251.625,5124.4375,930.3125,859.5,4903.875,5255.47900390625,343,237,110,976,566.9375,754.5625,891.5625,1067.8125,1365.375,906.75,39.7291679382324,1049.625
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8732,6476,-1,-2,493,349,185,1326,757.4375,1108.625,1224.0625,1349.5625,1642.375,1166.6875,174.993057250977,1474.53466796875,344,243,84,1010,605.5,936.3125,1049.375,1175.625,1278.375,840.125,103.576385498047,1341.29162597656,4228,3950,4109,4476,4837.5625,4831.125,4651.125,4533.5,880.4375,817.375,5031.25,5326.34716796875,243,151,85,670,422.6875,586.0625,699.6875,844.6875,1137.75,755.6875,31.1319446563721,1006.30554199219
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8731,6475,-1,-1,500,373,216,1344,779.9375,1159.125,1277.5625,1406.5625,1700.375,1251.6875,173.4375,1502.8125,371,281,148,1105,628,973.8125,1090.375,1192.625,1310.875,868.125,99.6875,1376.125,5168,5065,5081,5179,5252.5625,5182.125,5084.125,4975,867.4375,823.375,5061.75,5337.125,284,191,85,763,447.1875,616.5625,724.1875,878.1875,1145.75,760.6875,25.6875,1012.75
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8730,6475,-1,0,561,386,219,1488,792.0625,1203.0625,1336.125,1459.25,1748.6875,1314.8125,175.39582824707,1535.1875,347,284,151,1128,667.125,1044,1169,1279.75,1362.1875,906.25,99.9791641235352,1422.375,5377,5199,5039,5384,5609.875,5536.25,5381.8125,5245.375,861.9375,823.5,5158.25,5394.375,285,213,88,796,471.125,655.625,766,927.5625,1167.4375,763.125,21.8125,1032.08337402344
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8729,6476,-1,1,579,372,232,1372,811.0625,1240.0625,1380.625,1523.75,1850.6875,1446.8125,179.951385498047,1561.24304199219,399,284,147,1296,725.125,1184,1299.5,1425.75,1458.1875,995.75,102.534721374512,1467.54162597656,5292,4969,5020,5272,5941.375,5796.75,5534.8125,5448.875,844.4375,805,5280.75,5473.9306640625,272,198,75,828,512.125,708.125,827,1014.5625,1224.9375,795.625,18.9236106872559,1056.63891601562
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8728,6478,-1,2,576,448,293,1708,852.25,1361.375,1517.375,1628.6875,1923.1875,1544.25,186.9375,1602.75,435,410,226,1711,784.5,1277.4375,1412.375,1580.1875,1549.5625,1054.8125,109.125,1518.375,6514,6416,6436,6268,5984.9375,5883.25,5569.9375,5506.5,820.1875,785.6875,5276,5505.9375,342,244,129,1198,570.6875,811.75,958.5625,1169.0625,1319.75,838.3125,21.375,1095.6875
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8728,6475,0,-3,440,368,186,1470,816.25,1322.5625,1470.875,1594.375,1771.5,1327.125,179.3125,1599.9375,336,304,140,1374,756.375,1226.625,1328.1875,1496.9375,1462.5625,961.0625,100.5625,1514.875,5667,5359,5511,5685,5887.25,5803.1875,5580.625,5421.375,854.6875,814.1875,5351.25,5508.875,277,217,93,885,518,748.5625,862.5625,1037.4375,1216.25,773.0625,14.0625,1070.75
-130.906438280106,58.0445452952263,2020/07/30,0,0,1 - <2,Moss,Absent,Absent,Absent,<500,Absent,<20,>10,<400,51 - 75,,Unclassified,2020/08/04,2020/08/04,<20,None,Old burn from 2018. Former c7 stand with fireweed and grass regen. No tenure potential.,50,-130.906438280106,58.0445452952263,raster_epsg_32609.bin,8728,6473,0,-2,497,420,247,1798,842.5625,1408.6875,1556.375,1725.3125,1759.1875,1263.1875,174.72917175293,1619.52087402344,385,382,168,1714,803.9375,1329.0625,1443.75,1615.625,1481.5,947.125,97.3125,1525.375,5771,5718,5642,5661,5936.75,5817.3125,5612.8125,5471,836.6875,798.4375,5325.91650390625,5480.375,292,242,100,1130,560.0625,793.5,915.3125,1101.75,1253.0625,784,12.4791669845581,1065.41662597656
