feature_id,ctr_lat,ctr_lon,image,row,lin,xoff,yoff,20190809 10m: B4 central wavelength 665 nm,20190809 10m: B3 central wavelength 560 nm,20190809 10m: B2 central wavelength 490 nm,20190809 10m: B8 central wavelength 842 nm,20190809 20m: B5 central wavelength 705 nm,20190809 20m: B6 central wavelength 740 nm,20190809 20m: B7 central wavelength 783 nm,20190809 20m: B8A central wavelength 865 nm,20190809 20m: B11 central wavelength 1610 nm,20190809 20m: B12 central wavelength 2190 nm,20190809 60m: B1 central wavelength 443 nm,20190809 60m: B9 central wavelength 945 nm,20190908 10m: B4 central wavelength 665 nm,20190908 10m: B3 central wavelength 560 nm,20190908 10m: B2 central wavelength 490 nm,20190908 10m: B8 central wavelength 842 nm,20190908 20m: B5 central wavelength 705 nm,20190908 20m: B6 central wavelength 740 nm,20190908 20m: B7 central wavelength 783 nm,20190908 20m: B8A central wavelength 865 nm,20190908 20m: B11 central wavelength 1610 nm,20190908 20m: B12 central wavelength 2190 nm,20190908 60m: B1 central wavelength 443 nm,20190908 60m: B9 central wavelength 945 nm,20200405 10m: B4 central wavelength 665 nm,20200405 10m: B3 central wavelength 560 nm,20200405 10m: B2 central wavelength 490 nm,20200405 10m: B8 central wavelength 842 nm,20200405 20m: B5 central wavelength 705 nm,20200405 20m: B6 central wavelength 740 nm,20200405 20m: B7 central wavelength 783 nm,20200405 20m: B8A central wavelength 865 nm,20200405 20m: B11 central wavelength 1610 nm,20200405 20m: B12 central wavelength 2190 nm,20200405 60m: B1 central wavelength 443 nm,20200405 60m: B9 central wavelength 945 nm,20200915 10m: B4 central wavelength 665 nm,20200915 10m: B3 central wavelength 560 nm,20200915 10m: B2 central wavelength 490 nm,20200915 10m: B8 central wavelength 842 nm,20200915 20m: B5 central wavelength 705 nm,20200915 20m: B6 central wavelength 740 nm,20200915 20m: B7 central wavelength 783 nm,20200915 20m: B8A central wavelength 865 nm,20200915 20m: B11 central wavelength 1610 nm,20200915 20m: B12 central wavelength 2190 nm,20200915 60m: B1 central wavelength 443 nm,20200915 60m: B9 central wavelength 945 nm
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7036,8064,-1,1,397.0,347.0,219.0,1266.0,674.875,1100.4375,1236.375,1366.0,1768.25,1419.5625,164.02082824707,1355.79162597656,289.0,283.0,130.0,1090.0,578.1875,993.1875,1058.6875,1182.0,1521.875,1160.6875,127.166664123535,1286.52087402344,2404.0,2364.0,2408.0,2614.0,3152.9375,3117.4375,2988.625,2867.5,590.8125,552.1875,2382.52075195312,2780.5,245.0,213.0,78.0,876.0,468.5625,731.3125,822.8125,952.5625,1325.4375,907.375,42.5416679382324,996.895812988281
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7035,8066,-1,2,458.0,352.0,222.0,1128.0,697.0625,997.9375,1078.875,1202.8125,1924.6875,1672.1875,186.8125,1333.20837402344,397.0,317.0,222.0,982.0,618.375,958.875,992.625,1138.4375,1692.5625,1405.75,149.777770996094,1305.53466796875,3078.0,2855.0,2709.0,2975.0,3824.9375,3712.5,3516.875,3224.3125,630.9375,562.75,2368.09033203125,2910.83325195312,348.0,296.0,139.0,1005.0,539.9375,829.875,897.5,1032.5625,1464.4375,1071.0625,59.5694427490234,1071.21533203125
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7035,8063,0,-3,402.0,371.0,176.0,1783.0,731.375,1270.9375,1386.375,1524.0,1662.75,1191.0625,144.1875,1351.95837402344,363.0,318.0,142.0,1427.0,639.1875,1069.6875,1150.6875,1289.0,1426.875,992.6875,108.944442749023,1209.74304199219,2444.0,2071.0,1779.0,2454.0,2425.4375,2405.4375,2376.125,2296.0,641.8125,556.1875,2118.6318359375,2443.33325195312,258.0,191.0,86.0,779.0,412.0625,580.3125,676.8125,840.5625,1284.4375,866.875,28.4861106872559,911.506958007812
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7035,8061,0,-2,425.0,325.0,138.0,1357.0,699.75,1204.5,1313.3125,1477.875,1529.5625,975.125,115.770835876465,1364.45837402344,342.0,257.0,122.0,1235.0,614.5625,1025.6875,1109.75,1217.25,1321.3125,843.5,81.7222213745117,1145.88195800781,1264.0,942.0,642.0,1552.0,1688.75,1718.6875,1761.5,1745.125,721.6875,585.3125,1952.32641601562,2131.66674804688,287.0,168.0,73.0,649.0,386.75,529.0625,619.75,754.9375,1263.0,843.5625,7.76388883590698,805.034729003906
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7035,8060,0,-1,420.0,298.0,149.0,1306.0,666.25,1147.5,1262.9375,1410.6875,1457.8125,901.875,107.736114501953,1367.15966796875,340.0,217.0,104.0,1054.0,594.0,974.625,1051.9375,1170.5,1262.4375,786.1875,73.9236145019531,1115.43054199219,1032.0,789.0,527.0,1391.0,1484.0625,1517.5625,1572.3125,1592.0,749.0,592.875,1876.31945800781,2058.5556640625,279.0,177.0,94.0,659.0,377.9375,512.875,601.375,730.0,1243.6875,828.4375,2.45138883590698,767.965270996094
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7035,8061,0,1,425.0,325.0,138.0,1357.0,699.75,1204.5,1313.3125,1477.875,1529.5625,975.125,115.770835876465,1364.45837402344,342.0,257.0,122.0,1235.0,614.5625,1025.6875,1109.75,1217.25,1321.3125,843.5,81.7222213745117,1145.88195800781,1264.0,942.0,642.0,1552.0,1688.75,1718.6875,1761.5,1745.125,721.6875,585.3125,1952.32641601562,2131.66674804688,287.0,168.0,73.0,649.0,386.75,529.0625,619.75,754.9375,1263.0,843.5625,7.76388883590698,805.034729003906
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7035,8063,0,2,402.0,371.0,176.0,1783.0,731.375,1270.9375,1386.375,1524.0,1662.75,1191.0625,144.1875,1351.95837402344,363.0,318.0,142.0,1427.0,639.1875,1069.6875,1150.6875,1289.0,1426.875,992.6875,108.944442749023,1209.74304199219,2444.0,2071.0,1779.0,2454.0,2425.4375,2405.4375,2376.125,2296.0,641.8125,556.1875,2118.6318359375,2443.33325195312,258.0,191.0,86.0,779.0,412.0625,580.3125,676.8125,840.5625,1284.4375,866.875,28.4861106872559,911.506958007812
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7035,8066,0,3,458.0,352.0,222.0,1128.0,697.0625,997.9375,1078.875,1202.8125,1924.6875,1672.1875,186.8125,1333.20837402344,397.0,317.0,222.0,982.0,618.375,958.875,992.625,1138.4375,1692.5625,1405.75,149.777770996094,1305.53466796875,3078.0,2855.0,2709.0,2975.0,3824.9375,3712.5,3516.875,3224.3125,630.9375,562.75,2368.09033203125,2910.83325195312,348.0,296.0,139.0,1005.0,539.9375,829.875,897.5,1032.5625,1464.4375,1071.0625,59.5694427490234,1071.21533203125
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7036,8064,1,-2,397.0,347.0,219.0,1266.0,674.875,1100.4375,1236.375,1366.0,1768.25,1419.5625,164.02082824707,1355.79162597656,289.0,283.0,130.0,1090.0,578.1875,993.1875,1058.6875,1182.0,1521.875,1160.6875,127.166664123535,1286.52087402344,2404.0,2364.0,2408.0,2614.0,3152.9375,3117.4375,2988.625,2867.5,590.8125,552.1875,2382.52075195312,2780.5,245.0,213.0,78.0,876.0,468.5625,731.3125,822.8125,952.5625,1325.4375,907.375,42.5416679382324,996.895812988281
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7037,8063,1,-1,419.0,347.0,179.0,1376.0,683.875,1269.4375,1408.5625,1534.875,1717.8125,1331.25,155.27082824707,1378.45837402344,286.0,287.0,121.0,1180.0,597.375,1099.375,1207.875,1312.3125,1466.25,1057.4375,117.722221374512,1297.71533203125,2449.0,2266.0,2171.0,2546.0,2965.875,2841.8125,2739.25,2754.6875,594.75,552.3125,2498.82641601562,2786.66674804688,223.0,180.0,60.0,865.0,428.9375,691.9375,802.25,940.0625,1268.5,849.3125,34.4305572509766,976.201416015625
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7038,8063,1,0,360.0,321.0,174.0,1202.0,642.125,1124.3125,1222.6875,1384.125,1773.9375,1434.25,160.8125,1391.70837402344,236.0,233.0,100.0,1024.0,595.125,1052.625,1216.125,1319.9375,1505.25,1124.3125,122.111114501953,1341.70141601562,2423.0,2267.0,2276.0,2577.0,3307.625,3287.4375,3101.75,2976.0625,576.75,546.4375,2688.92358398438,2958.33325195312,223.0,187.0,65.0,932.0,438.3125,740.8125,845.75,972.1875,1282.0,874.9375,37.4027786254883,1008.54858398438
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7039,8064,1,1,462.0,313.0,225.0,1011.0,660.9375,957.3125,1059.75,1191.8125,2026.5625,1838.75,180.89582824707,1386.04162597656,382.0,337.0,213.0,1324.0,676.375,1107.1875,1277.0625,1368.1875,1768.8125,1452.625,141.0,1421.0625,5079.0,5067.0,5424.0,4759.0,4926.0625,4776.1875,4413.625,4086.25,549.4375,542.125,2924.72924804688,3324.5,292.0,269.0,98.0,1010.0,546.1875,874.625,983.0,1105.875,1437.875,1058.75,53.625,1093.35412597656
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7040,8066,1,2,772.0,562.0,361.0,1316.0,837.0625,1049.875,1162.0,1311.375,2362.25,2257.125,215.77082824707,1351.95837402344,681.0,584.0,340.0,1588.0,848.8125,1359.625,1453.5,1552.6875,2159.8125,1887.5,175.055557250977,1538.38195800781,6351.0,6375.0,6420.0,5772.0,6135.75,5922.25,5442.8125,5097.875,639.375,572.375,3178.15966796875,3914.16674804688,599.0,479.0,277.0,1278.0,746.1875,1030.9375,1111.8125,1244.5625,1767.4375,1396.25,85.2638854980469,1230.03466796875
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7042,8064,2,-2,522.0,399.0,262.0,1212.0,732.75,1002.3125,1109.4375,1255.0,2189.5,2101.0625,199.22917175293,1387.35412597656,423.0,373.0,194.0,1267.0,714.25,1116.75,1215.1875,1366.6875,1957.8125,1765.1875,155.875,1468.33337402344,5464.0,5361.0,5575.0,5082.0,5590.1875,5381.625,4981.375,4642.375,549.4375,545.6875,3203.54174804688,3586.83325195312,303.0,286.0,96.0,1190.0,544.875,918.6875,1005.875,1141.3125,1519.4375,1094.5625,63.0625,1164.625
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7044,8063,2,-1,544.0,414.0,270.0,1114.0,658.625,887.5625,970.6875,1118.5625,2074.375,2037.9375,199.993057250977,1364.3125,425.0,355.0,218.0,1180.0,603.5,953.375,1041.875,1167.375,1867.3125,1721.5625,150.680557250977,1401.5,5009.0,5137.0,5000.0,4675.0,4856.75,4600.125,4338.4375,4124.25,555.0625,549.125,3320.01391601562,3534.88891601562,264.0,263.0,91.0,1140.0,493.3125,896.625,992.1875,1168.8125,1416.1875,976.1875,51.4930572509766,1173.31945800781
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7046,8063,2,0,421.0,347.0,231.0,1064.0,638.3125,943.625,1045.9375,1159.1875,2039.375,2010.0,214.465270996094,1329.72912597656,288.0,287.0,142.0,1189.0,570.5,975.6875,1092.375,1187.4375,1815.4375,1654.6875,160.736114501953,1372.83337402344,4195.0,3727.0,3703.0,3761.0,4587.5625,4292.9375,4097.9375,3892.1875,553.5625,542.75,3409.0693359375,3619.11108398438,249.0,222.0,65.0,1086.0,496.6875,876.0,1006.6875,1182.8125,1415.5,968.0625,55.2986106872559,1221.26391601562
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7048,8064,2,1,444.0,363.0,208.0,1092.0,696.75,1011.125,1124.5,1233.875,2046.25,1921.3125,236.83332824707,1388.8125,377.0,315.0,204.0,1141.0,636.5,1064.4375,1130.0,1264.875,1834.5625,1606.25,187.20832824707,1449.04162597656,4405.0,4064.0,4150.0,4082.0,4530.0625,4534.125,4236.25,3857.75,587.5,549.3125,3184.79174804688,3578.875,272.0,241.0,100.0,956.0,507.0625,821.9375,898.4375,1065.9375,1441.6875,997.0625,78.3958358764648,1258.875
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7050,8066,2,2,650.0,498.0,321.0,1395.0,832.6875,1213.75,1334.5,1473.3125,2180.875,1972.625,268.277770996094,1481.86804199219,575.0,469.0,265.0,1448.0,779.3125,1200.375,1320.4375,1453.1875,1967.25,1699.6875,229.763885498047,1550.93054199219,5163.0,5383.0,5221.0,4684.0,3981.1875,3945.1875,3702.1875,3526.4375,957.375,815.125,2450.125,3192.98608398438,417.0,360.0,198.0,1164.0,658.25,942.625,1065.75,1205.25,1643.375,1184.6875,118.118057250977,1301.54162597656
44,-131.1842058461997,57.897328797967,raster_epsg_32609.bin,7053,8066,3,0,867.0,642.0,418.0,1516.0,960.625,1277.9375,1393.5625,1506.0625,2291.25,2088.25,282.333343505859,1549.69445800781,785.0,605.0,377.0,1608.0,909.125,1300.8125,1425.9375,1562.9375,2070.9375,1828.875,243.944442749023,1599.45141601562,4212.0,4263.0,4110.0,3931.0,3462.375,3234.4375,3092.0,3068.6875,1146.25,1000.9375,2099.3125,2978.84716796875,631.0,546.0,289.0,1426.0,808.5,1104.5,1218.3125,1386.25,1800.5,1347.0625,127.513885498047,1358.26391601562
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7060,8038,0,0,442.0,323.0,161.0,1050.0,659.8125,910.0,1049.5,1187.0625,1731.9375,1421.75,173.25,1447.125,343.0,247.0,136.0,891.0,626.1875,757.8125,896.75,970.125,1532.9375,1271.3125,134.3125,1279.3125,2853.0,2557.0,2628.0,2819.0,3095.25,3116.6875,2871.8125,2860.125,542.3125,534.375,3260.4375,3366.25,329.0,226.0,75.0,799.0,534.0625,707.4375,767.0,918.0,1529.5625,1234.5,76.875,1069.375
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7057,8038,-3,0,521.0,342.0,206.0,1248.0,694.3125,1012.1875,1141.75,1289.4375,1727.625,1312.625,142.6875,1431.4375,444.0,300.0,147.0,1098.0,632.5625,879.875,1011.5,1126.5,1541.9375,1172.125,105.1875,1267.0625,2546.0,2094.0,1985.0,2574.0,2759.0625,2835.25,2620.1875,2688.5625,613.9375,584.25,2860.4375,3031.625,375.0,245.0,102.0,804.0,496.75,670.875,714.125,888.9375,1458.875,1156.875,49.3125,1024.3125
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7055,8036,-2,-2,383.0,347.0,189.0,1450.0,669.9375,1242.375,1374.8125,1495.625,1753.5625,1309.875,124.965278625488,1442.17358398438,351.0,336.0,144.0,1306.0,631.8125,1122.125,1209.875,1312.0625,1538.3125,1163.8125,92.4375,1265.01391601562,3429.0,3305.0,3152.0,3472.0,3627.0625,3493.375,3318.5625,3166.0,600.25,581.6875,2547.15283203125,2865.89575195312,410.0,285.0,138.0,1000.0,560.875,751.8125,858.125,1064.375,1614.5625,1182.4375,28.2152786254883,997.444458007812
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7053,8035,-2,-1,350.0,338.0,191.0,1566.0,664.0625,1324.5,1486.625,1627.3125,1739.4375,1248.8125,113.145835876465,1494.60412597656,316.0,338.0,139.0,1384.0,613.75,1155.875,1281.1875,1383.5,1539.375,1073.1875,82.2291641235352,1301.70837402344,3661.0,3459.0,3298.0,3602.0,3386.25,3225.1875,3106.0,2987.0,628.125,588.1875,2295.95825195312,2706.27075195312,350.0,239.0,58.0,990.0,532.75,740.5625,845.0,1050.5625,1607.8125,1120.875,11.8958330154419,987.333312988281
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7051,8035,-2,0,405.0,363.0,219.0,1534.0,684.0625,1292.875,1461.1875,1583.5625,1699.75,1172.25,118.8125,1494.5625,345.0,311.0,148.0,1397.0,606.6875,1147.125,1277.9375,1400.5625,1514.5625,1035.9375,83.375,1330.0625,3140.0,2955.0,2808.0,3294.0,2796.1875,2681.4375,2619.875,2628.4375,674.5625,582.5,2283.125,2747.9375,396.0,290.0,114.0,1084.0,527.625,741.25,853.1875,1057.5625,1570.375,1059.5,13.6875,997.875
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7049,8036,-2,1,361.0,322.0,171.0,1644.0,663.0,1256.375,1415.0,1556.25,1689.5625,1134.25,127.020835876465,1485.65966796875,300.0,291.0,185.0,1390.0,586.0625,1089.625,1228.5625,1349.25,1450.4375,955.875,85.5694427490234,1354.77087402344,2466.0,2114.0,1985.0,2596.0,2568.5625,2627.625,2526.1875,2425.25,631.5625,561.25,2297.98608398438,2814.0068359375,319.0,219.0,78.0,951.0,469.25,671.875,794.125,988.8125,1490.8125,995.125,15.9236106872559,1007.34722900391
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7047,8038,-2,2,346.0,319.0,163.0,1390.0,638.5,1191.3125,1363.625,1470.5625,1693.6875,1229.625,130.60417175293,1448.14587402344,301.0,300.0,121.0,1223.0,556.5625,1094.9375,1177.3125,1292.75,1450.3125,1026.125,82.8541641235352,1324.33337402344,2449.0,2217.0,2130.0,2480.0,2945.5625,2820.5625,2707.3125,2572.0,584.75,554.5,2206.45825195312,2722.3125,293.0,218.0,81.0,865.0,457.625,698.0625,814.8125,999.5,1436.5625,951.625,15.1875,981.979187011719
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7046,8036,-1,-2,381.0,378.0,242.0,1584.0,634.875,1161.625,1310.1875,1451.9375,1763.9375,1334.8125,142.340270996094,1426.09033203125,332.0,335.0,159.0,1485.0,575.5,1070.125,1173.0,1324.0,1522.125,1126.5625,90.4930572509766,1343.13195800781,3229.0,2844.0,2777.0,3104.0,2956.1875,2789.0625,2684.9375,2667.875,608.875,565.3125,2319.90966796875,2804.6181640625,283.0,219.0,108.0,866.0,448.875,678.75,773.875,944.5,1435.9375,999.4375,23.9930553436279,999.506958007812
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7045,8035,-1,-1,346.0,340.0,174.0,1509.0,638.875,1138.125,1265.1875,1410.9375,1774.9375,1349.8125,156.0625,1445.3125,406.0,319.0,187.0,1369.0,619.5,1049.625,1187.5,1332.5,1586.625,1156.0625,102.9375,1386.6875,2601.0,2507.0,2215.0,2740.0,2995.6875,3007.5625,2843.9375,2681.875,603.375,561.3125,2470.1875,2930.5625,292.0,249.0,130.0,963.0,471.375,728.25,828.375,1002.5,1509.9375,1045.4375,36.9375,1070.0625
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7044,8035,-1,0,397.0,323.0,208.0,1218.0,637.125,1124.75,1256.5625,1409.1875,1801.375,1392.875,164.27082824707,1457.35412597656,371.0,268.0,179.0,1062.0,618.1875,1049.625,1196.1875,1335.4375,1617.375,1182.0,109.729164123535,1408.3125,2774.0,2485.0,2342.0,2827.0,3125.3125,3149.75,2947.1875,2760.9375,598.0,562.3125,2522.64575195312,2954.4375,304.0,246.0,123.0,927.0,483.75,762.5625,861.1875,1047.375,1551.625,1066.0625,41.5625,1110.9375
45,-131.18326404454217,57.899877348765344,raster_epsg_32609.bin,7043,8036,-1,1,408.0,348.0,246.0,1194.0,619.125,1030.75,1147.0625,1316.1875,1847.375,1474.875,164.881942749023,1460.13195800781,334.0,313.0,198.0,1163.0,569.6875,969.625,1123.6875,1257.4375,1600.875,1231.0,107.951385498047,1401.42358398438,3117.0,2894.0,2751.0,2985.0,3249.8125,3207.75,2946.6875,2852.9375,575.5,559.3125,2524.3681640625,2906.82641601562,254.0,210.0,86.0,886.0,449.25,743.0625,796.1875,1001.875,1539.625,1057.5625,35.9513893127441,1107.04858398438
