feature_id,ctr_lat,ctr_lon,image,row,lin,xoff,yoff,20190809 10m: B4 central wavelength 665 nm,20190809 10m: B3 central wavelength 560 nm,20190809 10m: B2 central wavelength 490 nm,20190809 10m: B8 central wavelength 842 nm,20190809 20m: B5 central wavelength 705 nm,20190809 20m: B6 central wavelength 740 nm,20190809 20m: B7 central wavelength 783 nm,20190809 20m: B8A central wavelength 865 nm,20190809 20m: B11 central wavelength 1610 nm,20190809 20m: B12 central wavelength 2190 nm,20190809 60m: B1 central wavelength 443 nm,20190809 60m: B9 central wavelength 945 nm,20190908 10m: B4 central wavelength 665 nm,20190908 10m: B3 central wavelength 560 nm,20190908 10m: B2 central wavelength 490 nm,20190908 10m: B8 central wavelength 842 nm,20190908 20m: B5 central wavelength 705 nm,20190908 20m: B6 central wavelength 740 nm,20190908 20m: B7 central wavelength 783 nm,20190908 20m: B8A central wavelength 865 nm,20190908 20m: B11 central wavelength 1610 nm,20190908 20m: B12 central wavelength 2190 nm,20190908 60m: B1 central wavelength 443 nm,20190908 60m: B9 central wavelength 945 nm,20200405 10m: B4 central wavelength 665 nm,20200405 10m: B3 central wavelength 560 nm,20200405 10m: B2 central wavelength 490 nm,20200405 10m: B8 central wavelength 842 nm,20200405 20m: B5 central wavelength 705 nm,20200405 20m: B6 central wavelength 740 nm,20200405 20m: B7 central wavelength 783 nm,20200405 20m: B8A central wavelength 865 nm,20200405 20m: B11 central wavelength 1610 nm,20200405 20m: B12 central wavelength 2190 nm,20200405 60m: B1 central wavelength 443 nm,20200405 60m: B9 central wavelength 945 nm,20200915 10m: B4 central wavelength 665 nm,20200915 10m: B3 central wavelength 560 nm,20200915 10m: B2 central wavelength 490 nm,20200915 10m: B8 central wavelength 842 nm,20200915 20m: B5 central wavelength 705 nm,20200915 20m: B6 central wavelength 740 nm,20200915 20m: B7 central wavelength 783 nm,20200915 20m: B8A central wavelength 865 nm,20200915 20m: B11 central wavelength 1610 nm,20200915 20m: B12 central wavelength 2190 nm,20200915 60m: B1 central wavelength 443 nm,20200915 60m: B9 central wavelength 945 nm
48,-131.25548116386125,57.882531835994925,raster_epsg_32609.bin,6612,8217,1,2,414.0,445.0,294.0,1883.0,775.25,1369.0,1516.8125,1686.375,1803.25,1209.625,234.798614501953,1546.58337402344,425.0,425.0,248.0,1542.0,747.6875,1239.0,1379.8125,1495.3125,1553.625,1055.9375,181.72917175293,1300.73608398438,2581.0,2513.0,2495.0,2967.0,3146.1875,3002.625,2959.875,3032.625,826.0625,720.6875,3530.79858398438,3484.64575195312,348.0,258.0,175.0,853.0,502.5625,699.75,811.875,1009.25,1486.3125,1017.25,104.347221374512,994.791687011719
48,-131.25548116386125,57.882531835994925,raster_epsg_32609.bin,6614,8215,2,-2,604.0,550.0,378.0,1996.0,801.875,1418.4375,1539.875,1725.5625,1880.4375,1264.375,236.27082824707,1497.14587402344,569.0,510.0,293.0,1885.0,764.3125,1328.0625,1484.5,1590.625,1697.6875,1107.1875,183.9375,1341.79162597656,4417.0,4497.0,4310.0,4436.0,3965.4375,3813.1875,3626.5,3614.25,781.625,690.125,3545.60424804688,3588.5,436.0,327.0,226.0,1240.0,533.4375,727.875,872.0625,1094.875,1583.1875,1064.6875,100.270835876465,1008.20831298828
48,-131.25548116386125,57.882531835994925,raster_epsg_32609.bin,6616,8214,2,-1,418.0,402.0,278.0,1410.0,708.0625,1215.4375,1361.75,1506.3125,1804.375,1225.25,235.5625,1502.22912597656,407.0,413.0,236.0,1300.0,722.3125,1176.1875,1296.3125,1421.3125,1624.1875,1103.75,182.91667175293,1384.79162597656,2691.0,2571.0,2398.0,2852.0,3451.5625,3424.6875,3289.0,3145.4375,779.5,705.0,3650.4375,3683.27075195312,333.0,262.0,145.0,795.0,483.375,684.3125,798.4375,1001.0,1535.875,1048.375,102.416664123535,1027.75
48,-131.25548116386125,57.882531835994925,raster_epsg_32609.bin,6618,8214,2,0,431.0,421.0,257.0,1516.0,755.75,1321.625,1459.6875,1599.0625,1812.25,1230.75,238.3125,1537.97912597656,436.0,410.0,262.0,1346.0,722.375,1239.75,1352.25,1444.75,1648.5625,1131.1875,184.25,1444.625,2963.0,2806.0,2770.0,3107.0,3364.5625,3507.0,3365.125,3291.5,787.5625,699.3125,3838.02075195312,3804.1875,333.0,241.0,103.0,849.0,512.0,690.75,803.5,1029.875,1554.625,1080.4375,107.638885498047,1055.75
48,-131.25548116386125,57.882531835994925,raster_epsg_32609.bin,6620,8215,2,1,563.0,567.0,368.0,2066.0,899.5625,1508.875,1690.5,1893.625,2077.0,1417.1875,241.77082824707,1583.9375,549.0,568.0,372.0,1928.0,882.4375,1463.0,1620.375,1823.9375,1893.5,1290.5,188.41667175293,1509.875,4659.0,4497.0,4300.0,4485.0,4828.5,4699.8125,4456.0,4230.25,792.25,734.1875,4069.72924804688,3991.22924804688,487.0,410.0,250.0,1208.0,592.375,852.3125,978.625,1233.4375,1790.25,1190.875,113.25,1083.08337402344
48,-131.25548116386125,57.882531835994925,raster_epsg_32609.bin,6622,8217,2,2,566.0,507.0,326.0,1661.0,831.8125,1430.375,1546.125,1759.75,2070.875,1446.1875,260.125,1645.54162597656,440.0,417.0,260.0,1691.0,772.5625,1368.0,1549.0625,1669.0,1852.6875,1254.625,210.25,1587.79162597656,6617.0,6730.0,6666.0,6375.0,5614.5625,5192.75,5003.25,4921.375,711.9375,641.3125,4364.89599609375,4260.3125,342.0,265.0,171.0,1108.0,558.5,787.5,900.0625,1167.75,1704.8125,1118.3125,126.5625,1128.29162597656
48,-131.25548116386125,57.882531835994925,raster_epsg_32609.bin,6625,8217,3,0,507.0,485.0,309.0,1862.0,788.4375,1304.25,1464.4375,1657.375,1974.9375,1344.0625,294.875,1708.45837402344,469.0,463.0,287.0,1660.0,744.8125,1248.0,1346.625,1572.9375,1768.375,1195.9375,244.41667175293,1695.54162597656,4743.0,4731.0,4663.0,4598.0,4197.5,4313.0,4075.375,3969.375,780.5,709.8125,4777.02099609375,4590.10400390625,432.0,383.0,224.0,1152.0,567.6875,820.5,907.875,1128.75,1691.125,1137.0625,147.35417175293,1211.54162597656
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7037,8061,0,0,379.0,402.0,172.0,2119.0,759.6875,1506.9375,1676.375,1847.6875,1610.9375,1044.6875,126.520835876465,1403.625,389.0,328.0,159.0,1585.0,686.25,1193.6875,1314.5,1484.25,1405.0625,888.1875,89.6111145019531,1230.40966796875,2139.0,1886.0,1630.0,2398.0,2133.0,2159.4375,2138.25,2162.0625,700.8125,587.875,2369.96533203125,2436.33325195312,273.0,184.0,74.0,782.0,397.8125,585.625,702.875,859.5625,1265.5,822.375,10.8194446563721,870.506958007812
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7034,8061,-3,0,390.0,258.0,125.0,1130.0,646.5625,1064.5625,1162.125,1323.9375,1474.0625,952.5625,114.965278625488,1354.38195800781,346.0,227.0,108.0,982.0,557.4375,900.8125,995.3125,1081.25,1259.8125,820.1875,80.4791641235352,1134.08337402344,1215.0,958.0,797.0,1499.0,1566.625,1592.9375,1627.8125,1648.625,703.3125,570.75,1841.02783203125,2079.17358398438,250.0,153.0,55.0,604.0,369.125,505.1875,576.0625,702.75,1239.75,835.0625,7.4375,798.604187011719
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7032,8059,-2,-2,241.0,244.0,113.0,1117.0,547.75,958.875,1087.75,1212.4375,1408.375,1005.6875,121.5,1375.58337402344,185.0,168.0,51.0,746.0,447.6875,714.9375,853.4375,958.9375,1128.9375,775.5625,79.9166641235352,1150.45837402344,1791.0,1508.0,1450.0,1814.0,2012.6875,2075.6875,2009.8125,2083.5,572.125,497.8125,1830.0,2206.33325195312,203.0,147.0,6.0,528.0,322.8125,468.125,532.625,676.625,1130.4375,764.875,5.39583349227905,798.916687011719
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7030,8058,-2,-1,336.0,306.0,142.0,1332.0,687.5,1199.0625,1334.1875,1464.25,1630.625,1178.125,140.66667175293,1420.58337402344,315.0,283.0,128.0,1270.0,611.75,1013.0625,1090.5625,1218.5,1388.6875,982.25,90.25,1226.70837402344,2567.0,2166.0,2101.0,2717.0,2750.5,2807.4375,2730.8125,2536.5625,580.6875,508.4375,1996.66662597656,2422.83325195312,214.0,160.0,46.0,758.0,397.625,585.125,652.375,844.5,1273.375,878.0,8.52083301544189,845.75
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7028,8058,-2,0,488.0,321.0,175.0,1320.0,692.1875,1187.1875,1332.875,1432.3125,1674.0,1216.4375,160.45832824707,1438.83337402344,468.0,302.0,173.0,1290.0,677.375,1066.9375,1221.625,1349.5625,1481.3125,1047.0625,103.604164123535,1296.93054199219,1259.0,940.0,650.0,1721.0,2250.0625,2216.9375,2194.1875,2337.125,639.9375,533.1875,2195.83325195312,2649.58325195312,322.0,205.0,121.0,810.0,451.5625,633.1875,733.375,954.9375,1454.0,965.5,15.472222328186,934.583312988281
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7026,8059,-2,1,370.0,301.0,170.0,1025.0,673.6875,1046.5625,1175.9375,1289.5625,1702.0625,1286.8125,182.04167175293,1400.5,297.0,225.0,118.0,922.0,592.1875,951.8125,1044.75,1185.0,1454.5625,1039.625,124.3125,1315.125,1685.0,1473.0,1247.0,1973.0,2225.125,2293.6875,2199.125,2214.8125,646.375,543.3125,2489.16674804688,2995.41674804688,262.0,166.0,68.0,759.0,482.375,669.5,773.5625,974.1875,1471.375,968.0625,32.5833320617676,1103.41662597656
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7024,8061,-2,2,539.0,404.0,269.0,1306.0,770.9375,1034.1875,1171.75,1315.0,1930.9375,1597.125,198.35417175293,1389.875,410.0,313.0,176.0,1156.0,717.875,1044.75,1166.625,1308.8125,1779.8125,1390.125,140.375,1344.5,2781.0,2658.0,2292.0,2900.0,2738.0625,2825.625,2707.25,2789.3125,737.5625,594.25,2783.625,3301.33325195312,306.0,230.0,113.0,967.0,535.8125,789.3125,934.375,1113.875,1621.6875,1089.9375,46.125,1234.22912597656
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7023,8059,-1,-2,561.0,453.0,325.0,1385.0,742.5,1130.5625,1248.6875,1377.6875,2012.75,1728.375,225.29167175293,1397.5,480.0,400.0,303.0,1300.0,660.0625,1090.0,1202.25,1326.5625,1789.8125,1503.6875,162.1875,1375.875,4764.0,4888.0,4697.0,4517.0,4740.625,4395.75,4103.5625,3922.75,555.8125,500.9375,3112.16674804688,3625.91674804688,365.0,337.0,155.0,1328.0,629.5625,963.6875,1127.375,1294.8125,1683.25,1114.125,59.0833320617676,1358.91662597656
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7022,8058,-1,-1,456.0,448.0,260.0,1401.0,729.4375,1157.0,1273.125,1387.5,2042.5,1765.125,243.881942749023,1401.22912597656,402.0,393.0,234.0,1330.0,665.8125,1137.0,1253.125,1370.5,1842.9375,1572.0625,179.840270996094,1398.96533203125,4789.0,4398.0,4331.0,4425.0,5242.6875,4845.0625,4486.4375,4302.375,542.125,515.625,3114.57641601562,3677.72216796875,495.0,400.0,219.0,1350.0,729.1875,1130.875,1280.1875,1472.4375,1780.9375,1187.125,74.5555572509766,1449.36108398438
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7021,8058,-1,0,430.0,387.0,262.0,1342.0,733.3125,1145.5,1268.375,1384.5,2051.5,1780.375,253.97917175293,1403.02087402344,392.0,379.0,219.0,1332.0,682.9375,1159.0,1278.875,1395.5,1884.8125,1572.6875,192.52082824707,1410.22912597656,5295.0,5153.0,5269.0,4785.0,5375.0625,5098.1875,4700.3125,4471.625,563.875,539.875,2887.72924804688,3528.5,518.0,409.0,216.0,1450.0,777.5625,1235.625,1351.5625,1597.3125,1819.3125,1215.875,90.6666641235352,1487.08337402344
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7020,8059,-1,1,523.0,412.0,289.0,1299.0,747.875,1132.125,1257.4375,1367.0,2078.75,1813.9375,258.645843505859,1393.35412597656,407.0,398.0,234.0,1453.0,702.5625,1171.1875,1275.6875,1405.6875,1919.0,1600.25,200.6875,1407.5625,6309.0,6332.0,6389.0,5646.0,5393.0,5125.0,4730.625,4568.3125,585.8125,569.75,2681.72924804688,3421.0,511.0,453.0,206.0,1596.0,799.875,1276.625,1395.125,1647.4375,1829.8125,1233.0,101.833335876465,1500.25
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7019,8061,-1,2,534.0,419.0,275.0,1266.0,745.75,1103.1875,1211.375,1356.5625,2108.0,1833.0625,258.041656494141,1375.91662597656,509.0,409.0,254.0,1377.0,709.0625,1120.4375,1263.125,1395.25,1927.5625,1594.3125,203.555557250977,1397.28466796875,4763.0,5046.0,5184.0,4650.0,5127.9375,4907.5,4489.8125,4353.3125,564.75,534.8125,2494.0556640625,3347.5068359375,519.0,475.0,221.0,1636.0,795.125,1270.75,1402.0,1580.375,1783.375,1214.3125,106.125,1493.0625
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7019,8058,0,-3,680.0,607.0,483.0,1327.0,799.0,1184.75,1316.8125,1406.4375,2029.0,1765.3125,274.173614501953,1406.60412597656,556.0,530.0,377.0,1324.0,720.75,1200.0,1286.3125,1410.25,1864.5,1578.0625,217.881942749023,1432.75695800781,4922.0,4594.0,4412.0,4459.0,4272.5625,4093.375,3805.0625,3677.8125,829.0,797.8125,2434.03466796875,3230.0556640625,380.0,372.0,181.0,1682.0,807.1875,1329.625,1463.0,1686.9375,1799.5,1217.125,122.888885498047,1562.52783203125
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7019,8056,0,-2,530.0,558.0,373.0,1698.0,827.75,1333.1875,1468.625,1601.625,1979.6875,1650.625,284.3125,1436.02087402344,437.0,500.0,305.0,1730.0,779.875,1342.25,1473.5625,1593.25,1847.3125,1499.25,226.52082824707,1465.89587402344,1860.0,1691.0,1332.0,2079.0,2680.5625,2678.125,2573.125,2581.5625,1168.375,1090.4375,2366.0625,3096.16674804688,370.0,444.0,200.0,1812.0,869.4375,1493.625,1638.3125,1815.25,1794.25,1187.75,134.33332824707,1608.08337402344
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7019,8055,0,-1,555.0,561.0,369.0,1721.0,840.25,1363.0625,1497.375,1603.875,1984.5625,1641.375,289.381958007812,1450.72912597656,478.0,540.0,298.0,1741.0,812.625,1373.25,1519.1875,1612.75,1845.9375,1485.25,230.840270996094,1482.46533203125,1652.0,1354.0,1257.0,2109.0,2194.6875,2312.875,2250.875,2310.1875,1280.125,1178.8125,2332.07641601562,3029.22216796875,452.0,491.0,211.0,1864.0,899.8125,1561.375,1652.9375,1884.75,1797.25,1194.25,140.055557250977,1630.86108398438
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7019,8056,0,1,530.0,558.0,373.0,1698.0,827.75,1333.1875,1468.625,1601.625,1979.6875,1650.625,284.3125,1436.02087402344,437.0,500.0,305.0,1730.0,779.875,1342.25,1473.5625,1593.25,1847.3125,1499.25,226.52082824707,1465.89587402344,1860.0,1691.0,1332.0,2079.0,2680.5625,2678.125,2573.125,2581.5625,1168.375,1090.4375,2366.0625,3096.16674804688,370.0,444.0,200.0,1812.0,869.4375,1493.625,1638.3125,1815.25,1794.25,1187.75,134.33332824707,1608.08337402344
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7019,8058,0,2,680.0,607.0,483.0,1327.0,799.0,1184.75,1316.8125,1406.4375,2029.0,1765.3125,274.173614501953,1406.60412597656,556.0,530.0,377.0,1324.0,720.75,1200.0,1286.3125,1410.25,1864.5,1578.0625,217.881942749023,1432.75695800781,4922.0,4594.0,4412.0,4459.0,4272.5625,4093.375,3805.0625,3677.8125,829.0,797.8125,2434.03466796875,3230.0556640625,380.0,372.0,181.0,1682.0,807.1875,1329.625,1463.0,1686.9375,1799.5,1217.125,122.888885498047,1562.52783203125
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7019,8061,0,3,534.0,419.0,275.0,1266.0,745.75,1103.1875,1211.375,1356.5625,2108.0,1833.0625,258.041656494141,1375.91662597656,509.0,409.0,254.0,1377.0,709.0625,1120.4375,1263.125,1395.25,1927.5625,1594.3125,203.555557250977,1397.28466796875,4763.0,5046.0,5184.0,4650.0,5127.9375,4907.5,4489.8125,4353.3125,564.75,534.8125,2494.0556640625,3347.5068359375,519.0,475.0,221.0,1636.0,795.125,1270.75,1402.0,1580.375,1783.375,1214.3125,106.125,1493.0625
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7020,8059,1,-2,523.0,412.0,289.0,1299.0,747.875,1132.125,1257.4375,1367.0,2078.75,1813.9375,258.645843505859,1393.35412597656,407.0,398.0,234.0,1453.0,702.5625,1171.1875,1275.6875,1405.6875,1919.0,1600.25,200.6875,1407.5625,6309.0,6332.0,6389.0,5646.0,5393.0,5125.0,4730.625,4568.3125,585.8125,569.75,2681.72924804688,3421.0,511.0,453.0,206.0,1596.0,799.875,1276.625,1395.125,1647.4375,1829.8125,1233.0,101.833335876465,1500.25
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7021,8058,1,-1,430.0,387.0,262.0,1342.0,733.3125,1145.5,1268.375,1384.5,2051.5,1780.375,253.97917175293,1403.02087402344,392.0,379.0,219.0,1332.0,682.9375,1159.0,1278.875,1395.5,1884.8125,1572.6875,192.52082824707,1410.22912597656,5295.0,5153.0,5269.0,4785.0,5375.0625,5098.1875,4700.3125,4471.625,563.875,539.875,2887.72924804688,3528.5,518.0,409.0,216.0,1450.0,777.5625,1235.625,1351.5625,1597.3125,1819.3125,1215.875,90.6666641235352,1487.08337402344
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7022,8058,1,0,456.0,448.0,260.0,1401.0,729.4375,1157.0,1273.125,1387.5,2042.5,1765.125,243.881942749023,1401.22912597656,402.0,393.0,234.0,1330.0,665.8125,1137.0,1253.125,1370.5,1842.9375,1572.0625,179.840270996094,1398.96533203125,4789.0,4398.0,4331.0,4425.0,5242.6875,4845.0625,4486.4375,4302.375,542.125,515.625,3114.57641601562,3677.72216796875,495.0,400.0,219.0,1350.0,729.1875,1130.875,1280.1875,1472.4375,1780.9375,1187.125,74.5555572509766,1449.36108398438
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7023,8059,1,1,561.0,453.0,325.0,1385.0,742.5,1130.5625,1248.6875,1377.6875,2012.75,1728.375,225.29167175293,1397.5,480.0,400.0,303.0,1300.0,660.0625,1090.0,1202.25,1326.5625,1789.8125,1503.6875,162.1875,1375.875,4764.0,4888.0,4697.0,4517.0,4740.625,4395.75,4103.5625,3922.75,555.8125,500.9375,3112.16674804688,3625.91674804688,365.0,337.0,155.0,1328.0,629.5625,963.6875,1127.375,1294.8125,1683.25,1114.125,59.0833320617676,1358.91662597656
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7024,8061,1,2,539.0,404.0,269.0,1306.0,770.9375,1034.1875,1171.75,1315.0,1930.9375,1597.125,198.35417175293,1389.875,410.0,313.0,176.0,1156.0,717.875,1044.75,1166.625,1308.8125,1779.8125,1390.125,140.375,1344.5,2781.0,2658.0,2292.0,2900.0,2738.0625,2825.625,2707.25,2789.3125,737.5625,594.25,2783.625,3301.33325195312,306.0,230.0,113.0,967.0,535.8125,789.3125,934.375,1113.875,1621.6875,1089.9375,46.125,1234.22912597656
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7026,8059,2,-2,370.0,301.0,170.0,1025.0,673.6875,1046.5625,1175.9375,1289.5625,1702.0625,1286.8125,182.04167175293,1400.5,297.0,225.0,118.0,922.0,592.1875,951.8125,1044.75,1185.0,1454.5625,1039.625,124.3125,1315.125,1685.0,1473.0,1247.0,1973.0,2225.125,2293.6875,2199.125,2214.8125,646.375,543.3125,2489.16674804688,2995.41674804688,262.0,166.0,68.0,759.0,482.375,669.5,773.5625,974.1875,1471.375,968.0625,32.5833320617676,1103.41662597656
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7028,8058,2,-1,488.0,321.0,175.0,1320.0,692.1875,1187.1875,1332.875,1432.3125,1674.0,1216.4375,160.45832824707,1438.83337402344,468.0,302.0,173.0,1290.0,677.375,1066.9375,1221.625,1349.5625,1481.3125,1047.0625,103.604164123535,1296.93054199219,1259.0,940.0,650.0,1721.0,2250.0625,2216.9375,2194.1875,2337.125,639.9375,533.1875,2195.83325195312,2649.58325195312,322.0,205.0,121.0,810.0,451.5625,633.1875,733.375,954.9375,1454.0,965.5,15.472222328186,934.583312988281
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7030,8058,2,0,336.0,306.0,142.0,1332.0,687.5,1199.0625,1334.1875,1464.25,1630.625,1178.125,140.66667175293,1420.58337402344,315.0,283.0,128.0,1270.0,611.75,1013.0625,1090.5625,1218.5,1388.6875,982.25,90.25,1226.70837402344,2567.0,2166.0,2101.0,2717.0,2750.5,2807.4375,2730.8125,2536.5625,580.6875,508.4375,1996.66662597656,2422.83325195312,214.0,160.0,46.0,758.0,397.625,585.125,652.375,844.5,1273.375,878.0,8.52083301544189,845.75
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7032,8059,2,1,241.0,244.0,113.0,1117.0,547.75,958.875,1087.75,1212.4375,1408.375,1005.6875,121.5,1375.58337402344,185.0,168.0,51.0,746.0,447.6875,714.9375,853.4375,958.9375,1128.9375,775.5625,79.9166641235352,1150.45837402344,1791.0,1508.0,1450.0,1814.0,2012.6875,2075.6875,2009.8125,2083.5,572.125,497.8125,1830.0,2206.33325195312,203.0,147.0,6.0,528.0,322.8125,468.125,532.625,676.625,1130.4375,764.875,5.39583349227905,798.916687011719
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7034,8061,2,2,390.0,258.0,125.0,1130.0,646.5625,1064.5625,1162.125,1323.9375,1474.0625,952.5625,114.965278625488,1354.38195800781,346.0,227.0,108.0,982.0,557.4375,900.8125,995.3125,1081.25,1259.8125,820.1875,80.4791641235352,1134.08337402344,1215.0,958.0,797.0,1499.0,1566.625,1592.9375,1627.8125,1648.625,703.3125,570.75,1841.02783203125,2079.17358398438,250.0,153.0,55.0,604.0,369.125,505.1875,576.0625,702.75,1239.75,835.0625,7.4375,798.604187011719
49,-131.1869035354864,57.8977855455822,raster_epsg_32609.bin,7037,8061,3,0,379.0,402.0,172.0,2119.0,759.6875,1506.9375,1676.375,1847.6875,1610.9375,1044.6875,126.520835876465,1403.625,389.0,328.0,159.0,1585.0,686.25,1193.6875,1314.5,1484.25,1405.0625,888.1875,89.6111145019531,1230.40966796875,2139.0,1886.0,1630.0,2398.0,2133.0,2159.4375,2138.25,2162.0625,700.8125,587.875,2369.96533203125,2436.33325195312,273.0,184.0,74.0,782.0,397.8125,585.625,702.875,859.5625,1265.5,822.375,10.8194446563721,870.506958007812
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8746,6478,0,0,777.0,519.0,311.0,1532.0,983.0625,1268.125,1421.5625,1584.0,2054.1875,1662.6875,213.625,1399.875,651.0,458.0,263.0,1580.0,931.25,1236.5625,1361.625,1502.9375,1878.0625,1449.8125,140.1875,1332.4375,5534.0,5493.0,5150.0,5713.0,5599.75,5622.3125,5455.1875,5330.9375,983.0625,880.1875,4922.3125,5268.4375,608.0,423.0,210.0,1450.0,840.125,1086.0625,1183.0625,1415.125,1708.25,1205.25,84.3125,1300.75
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8743,6478,-3,0,621.0,406.0,266.0,1393.0,966.5625,1241.6875,1365.5,1544.25,1979.375,1574.75,206.5625,1397.6875,544.0,413.0,289.0,1496.0,878.1875,1215.375,1323.5625,1546.625,1861.375,1354.0,136.6875,1329.5625,5183.0,5508.0,4935.0,5796.0,5666.6875,5834.1875,5761.9375,5603.0,933.375,841.0,4864.8125,5257.625,465.0,341.0,167.0,1324.0,796.0625,1129.375,1247.9375,1422.25,1616.0,1138.875,78.6875,1269.6875
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8741,6476,-2,-2,473.0,337.0,200.0,1222.0,739.4375,1036.3125,1187.8125,1333.9375,1689.125,1260.875,191.680557250977,1410.22912597656,379.0,273.0,121.0,1132.0,718.8125,1019.5,1169.6875,1353.0625,1486.625,1033.6875,123.875,1323.78466796875,3746.0,3620.0,3366.0,4328.0,4821.0625,5060.125,4814.25,4658.125,894.6875,800.625,4671.22216796875,5179.1943359375,406.0,264.0,111.0,1078.0,645.0,879.375,1005.1875,1196.5625,1415.0,918.75,65.5486145019531,1194.41662597656
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8739,6475,-2,-1,539.0,331.0,218.0,1169.0,770.0625,1009.25,1117.1875,1289.75,1687.125,1260.5625,180.20832824707,1395.60412597656,399.0,284.0,173.0,1207.0,702.875,981.375,1094.9375,1209.1875,1451.625,1012.4375,111.958335876465,1284.77087402344,4519.0,4643.0,4402.0,4960.0,5120.0625,5050.625,4971.125,4910.4375,890.6875,819.625,4467.33349609375,5037.08349609375,399.0,226.0,102.0,952.0,601.375,792.75,881.8125,1074.875,1370.625,917.4375,54.2291679382324,1112.08337402344
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8737,6475,-2,0,623.0,379.0,248.0,1271.0,793.75,1038.25,1153.5,1333.875,1716.75,1254.6875,177.4375,1410.5625,446.0,304.0,171.0,1094.0,670.3125,925.4375,994.3125,1154.0,1451.75,1018.0,108.4375,1286.875,4856.0,4705.0,4522.0,5006.0,4983.25,4847.625,4770.4375,4682.875,903.3125,835.8125,4564.875,5078.5625,356.0,268.0,151.0,860.0,553.1875,719.75,827.3125,967.3125,1356.625,928.0625,47.8125,1071.125
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8735,6476,-2,1,580.0,366.0,206.0,1373.0,775.875,1074.5,1204.25,1378.75,1637.5625,1142.9375,180.451385498047,1441.4375,453.0,298.0,137.0,1082.0,636.3125,900.5625,992.125,1150.4375,1382.1875,927.6875,111.006942749023,1314.06945800781,3960.0,3422.0,3354.0,4120.0,4460.25,4480.9375,4312.8125,4168.625,904.5625,837.5625,4806.40283203125,5212.548828125,373.0,258.0,119.0,837.0,479.6875,643.125,737.9375,858.5,1274.5,864.25,44.2430572509766,1055.48608398438
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8733,6478,-2,2,653.0,434.0,290.0,1440.0,839.625,1185.8125,1307.25,1487.0,1873.4375,1428.0,181.54167175293,1483.27087402344,459.0,333.0,199.0,1404.0,749.9375,1097.3125,1218.875,1374.125,1609.625,1134.25,111.75,1352.1875,5561.0,5194.0,5305.0,5539.0,5540.625,5412.1875,5251.625,5124.4375,930.3125,859.5,4903.875,5255.47900390625,343.0,237.0,110.0,976.0,566.9375,754.5625,891.5625,1067.8125,1365.375,906.75,39.7291679382324,1049.625
50,-130.906438280106,58.044545295226335,raster_epsg_32609.bin,8732,6476,-1,-2,493.0,349.0,185.0,1326.0,757.4375,1108.625,1224.0625,1349.5625,1642.375,1166.6875,174.993057250977,1474.53466796875,344.0,243.0,84.0,1010.0,605.5,936.3125,1049.375,1175.625,1278.375,840.125,103.576385498047,1341.29162597656,4228.0,3950.0,4109.0,4476.0,4837.5625,4831.125,4651.125,4533.5,880.4375,817.375,5031.25,5326.34716796875,243.0,151.0,85.0,670.0,422.6875,586.0625,699.6875,844.6875,1137.75,755.6875,31.1319446563721,1006.30554199219
