"X","Y","Name"
-123.608168124314,48.2566880055647,"10UDU"
-123.619109395446,49.1563985250612,"10UDV"
-122.233333712436,50.0551463962793,"10UEA"
-122.218637122036,50.9540041081156,"10UEB"
-122.203157115114,51.8532578565271,"10UEC"
-122.186847500977,52.7523687671471,"10UED"
-122.16965863842,53.6507984143364,"10UEE"
-122.151503548046,54.5496262480983,"10UEF"
-122.132318966412,55.448313949279,"10UEG"
-122.247314441641,49.1556050671217,"10UEV"
-120.836782201446,50.0375153531168,"10UFA"
-120.795349922883,50.9358041890037,"10UFB"
-120.751711239665,51.8344664306178,"10UFC"
-120.705736339099,52.7329618829616,"10UFD"
-120.657285739918,53.6307506939431,"10UFE"
-120.606114806815,54.5289095433005,"10UFF"
-120.552045843581,55.4268982821244,"10UFG"
-120.876198181159,49.1385224649392,"10UFV"
-119.443106271415,50.0031377814292,"10UGA"
-119.37509435192,50.9003186627009,"10UGB"
-119.303467550962,51.7978290029501,"10UGC"
-119.228014071786,52.6951260530993,"10UGD"
-119.148506450136,53.5916672065847,"10UGE"
-119.507814275585,49.1052131581945,"10UGV"
-125.346778969622,56.327278833342,"10VCH"
-125.40353176988,57.2250304861528,"10VCJ"
-125.463715037281,58.1226126757522,"10VCK"
-125.527583840138,59.0194855152639,"10VCL"
-125.595544432705,59.9167237889617,"10VCM"
-123.730385621333,56.3473524195768,"10VDH"
-123.748067266162,57.2457988926548,"10VDJ"
-123.766819145906,58.144110481531,"10VDK"
-123.786721042021,59.0417498709333,"10VDL"
-123.807899912239,59.9397961696953,"10VDM"
-122.112036253667,56.3463236204544,"10VEH"
-122.090541012079,57.244734464817,"10VEJ"
-122.067744796235,58.1430086486696,"10VEK"
-122.043550637255,59.0406087263701,"10VEL"
-122.017804219165,59.9386135834853,"10VEM"
-120.494886114992,56.3241770189433,"10VFH"
-120.434314068992,57.2218213752926,"10VFJ"
-120.370081467819,58.1192909363314,"10VFK"
-120.301916243718,59.0160454195055,"10VFL"
-120.229385007089,59.9131589431764,"10VFM"
-119.242565238257,54.5318111794832,"11ULA"
-119.29322391962,55.4298977712682,"11ULB"
-118.989523894341,49.1409152663429,"11ULQ"
-119.026452051375,50.0399849520873,"11ULR"
-119.065269496604,50.9383534446065,"11ULS"
-119.106154385232,51.8370985091207,"11ULT"
-119.149228390308,52.7356801349447,"11ULU"
-119.194622250196,53.633558669144,"11ULV"
-117.619109395446,49.1563985250612,"11UMQ"
-117.630609459361,50.0559653377973,"11UMR"
-117.642698392415,50.9548494843515,"11UMS"
-117.65543176784,51.854130719124,"11UMT"
-117.668847586519,52.7532702313737,"11UMU"
-116.247314441641,49.1556050671217,"11UNQ"
-116.233333712436,50.0551463962793,"11UNR"
-116.218637122036,50.9540041081157,"11UNS"
-116.203157115114,51.8532578565271,"11UNT"
-114.876198181159,49.1385224649392,"11UPQ"
-114.836782201446,50.0375153531168,"11UPR"
-114.795349922883,50.9358041890037,"11UPS"
-113.507814275585,49.1052131581945,"11UQQ"
-119.346778969622,56.327278833342,"11VLC"
-119.40353176988,57.2250304861528,"11VLD"
-119.463715037281,58.1226126757522,"11VLE"
-119.527583840138,59.0194855152639,"11VLF"
-119.595544432705,59.9167237889617,"11VLG"
